Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  500004/1000025     std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [117]
                0.00    0.00  500004/500004      std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end() const [133]
-----------------------------------------------
                0.00    0.20  500004/500004      std::vector<double, std::allocator<double> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [5]
[4]     54.1    0.00    0.20  500004         std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [4]
                0.01    0.16 2500020/2500020     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [7]
                0.02    0.00 3000024/3000024     bool __gnu_cxx::operator!=<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&) [28]
                0.01    0.00 2500020/2500020     __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator*() const [48]
                0.01    0.00 2500020/5000059     std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [40]
                0.00    0.00 2500020/2500020     __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator++() [116]
-----------------------------------------------
                0.00    0.20  500004/500004      std::vector<double, std::allocator<double> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [6]
[5]     54.1    0.00    0.20  500004         std::vector<double, std::allocator<double> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [5]
                0.00    0.20  500004/500004      std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [4]
-----------------------------------------------
                0.00    0.20  500004/500004      std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > const&) [3]
[6]     54.1    0.00    0.20  500004         std::vector<double, std::allocator<double> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [6]
                0.00    0.20  500004/500004      std::vector<double, std::allocator<double> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [5]
-----------------------------------------------
                0.01    0.16 2500020/2500020     std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [4]
[7]     45.9    0.01    0.16 2500020         void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [7]
                0.01    0.15 2500020/2500026     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [8]
                0.00    0.00 2500020/2500039     std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [109]
                0.00    0.00 2500020/2500032     operator new(unsigned long, void*) [111]
-----------------------------------------------
                0.00    0.00       1/2500026     main [1]
                0.00    0.00       5/2500026     _ZN9__gnu_cxx13new_allocatorISt6vectorIdSaIdEEE9constructIS3_IRKS3_EEEvPT_DpOT0_ [72]
                0.01    0.15 2500020/2500026     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [7]
[8]     43.2    0.01    0.15 2500026         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [8]
                0.02    0.06 2500026/2500026     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [10]
                0.02    0.02 2500026/2500033     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [20]
                0.01    0.02 2500026/2500026     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [27]
                0.01    0.00 2500026/2500026     std::vector<double, std::allocator<double> >::begin() const [47]
                0.01    0.00 2500026/2500026     std::vector<double, std::allocator<double> >::size() const [60]
                0.01    0.00 2500026/5000075     std::allocator<double>::~allocator() [38]
                0.00    0.00 2500026/2500027     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [112]
                0.00    0.00 2500026/5000083     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [104]
                0.00    0.00 2500026/2500026     std::vector<double, std::allocator<double> >::end() const [113]
-----------------------------------------------
                0.00    0.00       2/500009      std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_move_assign(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&&, std::integral_constant<bool, true>) [70]
                0.00    0.00       3/500009      getMatrixForVangrancy(std::vector<int, std::allocator<int> >) [52]
                0.00    0.00       4/500009      main [1]
                0.01    0.08  500000/500009      getXVectorMC(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [2]
[9]     21.6    0.01    0.08  500009         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [9]
                0.00    0.07  500009/500013      void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [13]
                0.00    0.01  500009/500009      std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [56]
                0.00    0.00  500009/1000025     std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [117]
-----------------------------------------------
                0.02    0.06 2500026/2500026     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [8]
[10]    20.3    0.02    0.06 2500026         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [10]
                0.00    0.06 2500026/2500026     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
-----------------------------------------------
                0.00    0.07  500013/500013      void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [12]
[11]    18.9    0.00    0.07  500013         void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [11]
                0.00    0.07 2500032/2500032     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [15]
                0.01    0.00 2500032/5000059     std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [40]
-----------------------------------------------
                0.00    0.07  500013/500013      void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [13]
[12]    18.9    0.00    0.07  500013         void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [12]
                0.00    0.07  500013/500013      void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [11]
-----------------------------------------------
                0.00    0.00       4/500013      void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_emplace_back_aux<std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> > const&) [69]
                0.00    0.07  500009/500013      std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [9]
[13]    18.9    0.00    0.07  500013         void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [13]
                0.00    0.07  500013/500013      void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [12]
-----------------------------------------------
                0.00    0.00       1/2500041     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [78]
                0.00    0.00       3/2500041     main [1]
                0.00    0.00       5/2500041     generateMatrixForVangrancy(std::vector<int, std::allocator<int> >) [53]
                0.01    0.06 2500032/2500041     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [15]
[14]    17.6    0.01    0.06 2500041         std::vector<double, std::allocator<double> >::~vector() [14]
                0.02    0.04 2500041/2500041     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
                0.00    0.01 2500041/2500041     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [45]
                0.00    0.00 2500041/5000083     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [104]
-----------------------------------------------
                0.00    0.07 2500032/2500032     void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [11]
[15]    17.6    0.00    0.07 2500032         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [15]
                0.01    0.06 2500032/2500041     std::vector<double, std::allocator<double> >::~vector() [14]
-----------------------------------------------
                0.01    0.05 2500026/2500026     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
[16]    14.9    0.01    0.05 2500026         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
                0.00    0.05 2500026/2500026     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
-----------------------------------------------
                0.00    0.06 2500026/2500026     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [10]
[17]    14.9    0.00    0.06 2500026         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
                0.01    0.05 2500026/2500026     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
-----------------------------------------------
                0.02    0.04 2500041/2500041     std::vector<double, std::allocator<double> >::~vector() [14]
[18]    13.5    0.02    0.04 2500041         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
                0.01    0.02 2500041/2500041     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [22]
                0.00    0.01 2500041/2500041     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [57]
-----------------------------------------------
                0.00    0.05 2500026/2500026     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
[19]    12.2    0.00    0.05 2500026         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
                0.01    0.02 2500026/2500026     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [23]
                0.00    0.02 5000052/5000052     std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
-----------------------------------------------
                0.00    0.00       7/2500033     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [54]
                0.02    0.02 2500026/2500033     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [8]
[20]     9.5    0.02    0.02 2500033         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [20]
                0.00    0.02 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [32]
                0.00    0.01 2500033/2500034     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [58]
-----------------------------------------------
                0.01    0.03  500000/500000      getXVectorMC(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [2]
[21]     9.5    0.01    0.03  500000         vangrancy(int, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [21]
                0.02    0.00 12548086/12548221     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [34]
                0.01    0.00 12548086/12548256     std::vector<double, std::allocator<double> >::operator[](unsigned long) [37]
-----------------------------------------------
                0.01    0.02 2500041/2500041     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
[22]     8.1    0.01    0.02 2500041         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [22]
                0.01    0.01 2500033/2500033     std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [26]
-----------------------------------------------
                0.01    0.02 2500026/2500026     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
[23]     6.8    0.01    0.02 2500026         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [23]
                0.00    0.01 5000052/5000052     std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [42]
                0.01    0.00 2500026/2500033     std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [59]
                0.00    0.00 2500026/2500026     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [115]
-----------------------------------------------
                0.02    0.00 5000052/5000052     std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
[24]     5.4    0.02    0.00 5000052         std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [24]
-----------------------------------------------
                0.00    0.02 5000052/5000052     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
[25]     5.4    0.00    0.02 5000052         std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [25]
                0.02    0.00 5000052/5000052     std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [24]
-----------------------------------------------
                0.01    0.01 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [22]
[26]     5.4    0.01    0.01 2500033         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [26]
                0.01    0.00 2500033/2500033     __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [46]
-----------------------------------------------
                0.01    0.02 2500026/2500026     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [8]
[27]     5.4    0.01    0.02 2500026         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [27]
                0.00    0.02 2500026/2500026     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [35]
-----------------------------------------------
                0.02    0.00 3000024/3000024     std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >*) [4]
[28]     4.1    0.02    0.00 3000024         bool __gnu_cxx::operator!=<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&) [28]
                0.00    0.00 6000048/6000048     __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> > const*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::base() const [103]
-----------------------------------------------
                0.00    0.02 2500033/2500033     std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [33]
[29]     4.1    0.00    0.02 2500033         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [29]
                0.02    0.00 2500033/2500033     __gnu_cxx::new_allocator<double>::max_size() const [30]
-----------------------------------------------
                0.02    0.00 2500033/2500033     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [29]
[30]     4.1    0.02    0.00 2500033         __gnu_cxx::new_allocator<double>::max_size() const [30]
-----------------------------------------------
                0.00    0.02 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [32]
[31]     4.1    0.00    0.02 2500033         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [31]
                0.00    0.02 2500033/2500033     std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [33]
-----------------------------------------------
                0.00    0.02 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [20]
[32]     4.1    0.00    0.02 2500033         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [32]
                0.00    0.02 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [31]
-----------------------------------------------
                0.00    0.02 2500033/2500033     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [31]
[33]     4.1    0.00    0.02 2500033         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [33]
                0.00    0.02 2500033/2500033     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [29]
-----------------------------------------------
                0.00    0.00      25/12548221     getMaxSumInMatrixByCol(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [76]
                0.00    0.00      25/12548221     getMaxSumInMatrixByRow(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [77]
